time,Rs,u2,Tmax,Tmin,RH,prec,ETo
1980-01-01,11.6,1.3,24.8,16.7,88.9,12.5,2.5
1980-01-02,15.3,1.6,23.3,14.7,78.5,40.0,3.2
1980-01-03,20.8,1.8,25.5,13.8,77.1,0.7,4.3
1980-01-04,21.9,1.0,26.6,14.2,80.8,0.0,4.3
1980-01-05,24.5,1.4,26.2,14.2,76.6,0.0,4.7
1980-01-06,28.0,1.5,26.6,13.0,74.7,0.0,5.3
1980-01-07,21.7,1.6,27.2,14.7,74.3,0.0,4.5
1980-01-08,12.5,1.5,24.3,16.5,82.0,1.3,2.9
1980-01-09,16.3,1.9,26.0,16.6,80.9,1.9,3.5
1980-01-10,11.9,1.5,25.0,17.2,83.1,2.2,2.7
1980-01-11,10.6,1.1,26.9,17.0,93.1,6.2,2.3
1980-01-12,10.5,0.8,21.1,16.6,94.3,23.8,2.1
1980-01-13,10.5,1.1,20.7,16.5,92.5,49.1,2.2
1980-01-14,14.7,2.1,24.7,15.8,85.3,8.4,3.0
1980-01-15,11.0,1.6,23.2,16.2,89.8,0.3,2.4
1980-01-16,10.5,1.6,20.0,17.0,96.6,9.8,2.0
1980-01-17,10.6,1.2,21.3,16.2,92.1,52.6,2.2
1980-01-18,10.8,0.8,23.9,17.0,92.9,26.7,2.3
1980-01-19,17.4,1.3,26.2,17.0,84.8,23.3,3.6
1980-01-20,18.4,1.5,29.1,17.5,82.2,5.4,4.0
1980-01-21,18.0,1.0,28.6,17.5,85.0,6.3,3.8
1980-01-22,17.6,1.2,27.8,17.2,89.8,6.8,3.5
1980-01-23,16.2,1.3,28.0,16.2,83.6,37.3,3.4
1980-01-24,16.6,1.4,28.8,17.1,84.2,15.4,3.6
1980-01-25,13.7,1.2,26.6,17.7,88.5,6.7,3.0
1980-01-26,13.3,1.6,26.9,17.8,87.5,18.9,2.9
1980-01-27,17.2,1.2,27.6,18.2,88.0,4.6,3.6
1980-01-28,19.1,1.7,29.9,18.2,83.1,9.8,4.1
1980-01-29,17.0,2.0,25.9,17.3,83.7,4.2,3.7
1980-01-30,22.3,1.4,25.7,14.4,80.6,8.1,4.3
1980-01-31,17.3,0.8,27.8,15.7,82.7,0.0,3.5
1980-02-01,17.3,1.6,28.1,17.8,84.0,8.4,3.6
1980-02-02,11.3,1.3,26.9,18.6,89.5,7.0,2.5
1980-02-03,18.0,2.2,27.7,17.7,78.7,16.6,4.0
1980-02-04,26.2,1.5,26.9,16.2,76.7,0.0,5.2
1980-02-05,27.7,1.3,28.3,14.9,75.6,0.0,5.4
1980-02-06,25.5,0.9,29.6,15.0,74.0,0.0,5.1
1980-02-07,25.2,1.3,30.7,16.7,71.6,0.0,5.4
1980-02-08,20.9,1.2,29.7,18.3,80.0,4.6,4.3
1980-02-09,23.6,1.8,27.1,17.3,76.3,0.6,4.9
1980-02-10,19.7,1.8,27.1,17.2,74.8,0.4,4.2
1980-02-11,19.8,2.1,27.6,15.6,76.8,0.0,4.4
1980-02-12,24.0,1.8,30.3,14.9,72.5,0.0,5.1
1980-02-13,10.6,1.5,26.5,16.8,88.4,0.0,2.5
1980-02-14,13.3,1.9,25.6,15.6,82.4,8.4,3.0
1980-02-15,15.2,1.6,25.3,15.5,83.7,0.2,3.1
1980-02-16,10.1,1.6,24.5,15.8,87.5,1.7,2.3
1980-02-17,13.9,1.1,24.8,15.6,85.1,8.5,2.9
1980-02-18,10.6,1.5,23.1,16.7,90.0,7.1,2.2
1980-02-19,16.1,1.6,24.4,16.1,88.8,6.7,3.2
1980-02-20,17.1,1.3,25.4,14.8,82.1,10.4,3.5
1980-02-21,17.4,1.7,27.3,15.9,79.6,4.9,3.8
1980-02-22,13.6,2.2,27.1,17.4,84.5,3.0,3.2
1980-02-23,19.6,1.0,28.3,16.3,80.2,5.6,4.0
1980-02-24,22.5,1.3,28.0,15.9,78.0,0.5,4.5
1980-02-25,20.7,1.5,28.3,16.3,78.2,0.0,4.2
1980-02-26,20.2,1.7,28.4,15.5,76.8,1.7,4.3
1980-02-27,19.9,1.7,27.6,16.6,76.7,1.5,4.1
1980-02-28,21.4,1.3,28.0,16.4,76.4,0.6,4.3
1980-02-29,25.0,1.4,28.3,16.3,75.7,0.0,5.0
1980-03-01,22.7,1.2,28.5,15.4,75.9,0.0,4.5
1980-03-02,17.9,1.1,26.9,16.6,77.1,0.0,3.7
1980-03-03,18.1,1.1,27.6,16.4,77.7,0.0,3.8
1980-03-04,18.9,1.4,27.3,15.4,76.0,0.0,4.0
1980-03-05,19.3,1.3,27.0,14.9,77.9,0.0,4.0
1980-03-06,23.0,1.5,27.6,14.6,69.8,0.0,4.6
1980-03-07,24.3,1.3,28.2,13.9,72.0,0.0,4.7
1980-03-08,24.2,1.2,30.1,14.7,68.6,0.0,4.9
1980-03-09,23.3,1.3,30.4,15.2,73.9,0.0,4.8
1980-03-10,21.4,1.7,30.0,15.7,72.6,0.8,4.6
1980-03-11,16.7,1.5,28.9,16.1,79.1,7.3,3.6
1980-03-12,14.4,1.7,27.6,17.0,83.7,15.4,3.3
1980-03-13,12.4,1.4,26.8,17.4,85.5,8.4,2.8
1980-03-14,11.6,1.4,26.9,16.5,88.4,7.0,2.5
1980-03-15,15.2,1.4,27.5,17.1,83.5,4.8,3.2
1980-03-16,17.3,1.5,26.9,17.8,80.7,17.6,3.6
1980-03-17,18.9,1.2,27.2,14.1,78.1,0.0,3.8
1980-03-18,19.4,1.2,27.6,15.0,77.5,0.0,3.9
1980-03-19,16.4,1.1,26.8,16.1,77.4,0.3,3.4
1980-03-20,22.5,1.0,27.4,14.1,71.2,0.0,4.3
1980-03-21,22.5,0.9,28.7,13.8,70.7,0.0,4.3
1980-03-22,22.1,1.0,29.6,15.0,69.0,0.0,4.4
1980-03-23,22.5,0.8,29.2,15.5,70.0,0.0,4.4
1980-03-24,20.0,1.3,28.5,15.0,69.4,0.0,4.2
1980-03-25,22.5,1.3,28.3,13.6,66.9,0.0,4.5
1980-03-26,22.2,1.2,28.8,13.8,69.1,0.0,4.4
1980-03-27,20.5,1.1,29.3,14.2,63.7,0.0,4.3
1980-03-28,20.0,0.8,29.5,14.2,66.1,0.0,4.0
1980-03-29,19.9,1.2,30.0,14.4,66.5,0.0,4.2
1980-03-30,16.9,0.9,29.5,14.7,77.9,1.1,3.5
1980-03-31,16.2,2.1,27.7,15.6,86.8,6.4,3.3
1980-04-01,16.7,1.3,25.8,14.1,80.0,0.1,3.3
1980-04-02,9.9,0.9,25.2,14.2,86.9,0.0,2.1
1980-04-03,9.1,0.8,23.2,16.4,89.8,22.5,1.9
1980-04-04,8.4,1.4,24.5,16.8,89.3,9.7,1.9
1980-04-05,8.2,1.1,21.7,16.4,92.4,26.2,1.7
1980-04-06,8.8,0.9,22.2,16.5,90.0,21.4,1.8
1980-04-07,11.8,1.3,24.0,16.1,86.5,12.4,2.4
1980-04-08,11.1,1.1,26.3,16.8,86.8,9.2,2.4
1980-04-09,13.2,0.9,27.8,17.4,85.8,8.3,2.7
1980-04-10,10.8,1.2,27.4,17.2,86.6,0.9,2.3
1980-04-11,11.1,1.2,27.4,17.5,87.4,1.2,2.4
1980-04-12,14.8,1.1,28.3,17.4,83.6,8.4,3.1
1980-04-13,9.0,1.1,26.5,17.0,88.1,3.8,2.0
1980-04-14,14.2,1.0,26.9,16.6,85.5,24.0,2.8
1980-04-15,11.4,1.5,26.4,16.8,87.1,0.6,2.4
1980-04-16,9.5,1.4,23.0,16.3,91.2,6.0,2.0
1980-04-17,9.1,1.3,21.6,15.9,87.6,0.0,1.8
1980-04-18,10.7,2.1,22.3,15.9,86.5,1.4,2.2
1980-04-19,17.2,0.9,24.3,13.4,76.5,0.0,3.1
1980-04-20,17.1,0.8,25.6,12.1,85.5,0.0,3.0
1980-04-21,13.7,1.0,24.8,12.4,80.8,0.0,2.6
1980-04-22,19.7,1.1,25.1,12.5,81.5,0.0,3.4
1980-04-23,18.1,1.3,24.9,13.2,75.8,0.0,3.3
1980-04-24,17.0,1.1,24.1,11.4,77.2,0.0,2.9
1980-04-25,16.8,1.6,23.3,11.4,80.9,0.0,2.9
1980-04-26,17.1,1.1,23.4,10.9,81.9,0.0,2.9
1980-04-27,13.3,1.0,24.1,12.9,76.1,0.1,2.5
1980-04-28,16.3,1.0,23.9,13.2,83.5,0.0,2.8
1980-04-29,11.8,1.1,24.4,12.7,83.8,0.0,2.3
1980-04-30,16.9,1.1,24.8,12.6,83.4,0.0,2.9
1980-05-01,17.1,1.1,26.5,11.5,81.0,0.0,3.0
1980-05-02,10.1,0.8,25.6,12.3,83.8,3.0,2.0
1980-05-03,8.6,1.0,24.1,15.7,86.4,4.1,1.9
1980-05-04,11.5,0.9,23.5,14.3,84.1,3.1,2.1
1980-05-05,17.1,0.9,25.9,10.4,82.0,0.5,2.9
1980-05-06,16.0,0.6,25.5,11.0,81.3,0.3,2.7
1980-05-07,16.1,0.9,26.4,11.1,81.1,0.0,2.8
1980-05-08,16.7,0.6,24.6,11.2,84.0,0.0,2.7
1980-05-09,13.0,1.4,24.6,12.0,81.4,0.0,2.5
1980-05-10,13.9,1.5,24.6,11.6,82.9,0.3,2.5
1980-05-11,15.9,1.4,25.9,11.4,81.4,0.0,2.8
1980-05-12,13.7,1.4,24.5,12.4,82.3,0.0,2.6
1980-05-13,12.9,1.1,22.4,13.8,85.2,0.0,2.2
1980-05-14,14.8,1.5,23.2,12.5,82.7,0.2,2.6
1980-05-15,14.1,1.0,23.5,11.4,85.2,0.0,2.3
1980-05-16,15.8,0.9,25.6,12.7,82.2,0.3,2.6
1980-05-17,13.2,1.0,25.5,12.1,83.4,0.0,2.4
1980-05-18,10.7,0.8,25.0,12.6,83.2,0.0,2.0
1980-05-19,12.5,0.9,26.4,13.0,84.4,0.0,2.3
1980-05-20,13.3,1.0,25.2,13.8,84.2,0.0,2.4
1980-05-21,13.8,1.5,24.9,12.8,83.6,0.0,2.4
1980-05-22,14.7,1.4,25.1,11.8,84.2,0.0,2.6
1980-05-23,9.3,1.3,21.5,12.4,86.8,0.0,1.7
1980-05-24,11.5,0.6,23.4,11.9,85.6,0.0,1.9
1980-05-25,12.5,0.7,24.2,10.6,82.0,0.0,2.1
1980-05-26,13.1,1.3,23.0,10.8,84.1,0.0,2.2
1980-05-27,14.4,1.3,23.1,10.2,84.0,0.0,2.3
1980-05-28,10.2,0.6,23.6,10.0,80.1,0.0,1.8
1980-05-29,7.4,1.0,23.5,12.5,81.3,0.0,1.7
1980-05-30,14.3,0.8,24.8,11.2,75.6,0.0,2.4
1980-05-31,13.8,1.0,24.6,11.4,79.8,0.0,2.3
1980-06-01,15.1,1.3,25.0,11.1,78.5,0.2,2.5
1980-06-02,12.1,1.0,25.2,10.9,79.9,0.0,2.2
1980-06-03,10.1,1.0,23.9,12.1,87.0,0.6,1.9
1980-06-04,9.3,1.8,19.0,9.9,89.0,5.0,1.6
1980-06-05,9.4,1.0,19.5,10.1,88.9,0.0,1.5
1980-06-06,13.0,1.0,22.6,9.4,78.3,0.0,2.2
1980-06-07,12.7,0.7,22.8,10.4,82.8,0.0,2.0
1980-06-08,15.6,1.5,23.1,9.4,80.6,0.0,2.5
1980-06-09,14.7,1.6,24.1,10.8,80.2,0.0,2.5
1980-06-10,13.0,1.2,23.3,10.8,83.9,0.0,2.2
1980-06-11,13.2,0.8,24.5,10.7,80.0,0.0,2.2
1980-06-12,12.9,1.1,23.5,11.1,81.0,0.0,2.0
1980-06-13,13.7,1.4,24.9,9.8,75.6,0.0,2.4
1980-06-14,11.6,1.1,21.8,10.8,84.0,3.4,1.9
1980-06-15,15.6,1.0,20.2,5.4,75.1,0.0,2.2
1980-06-16,13.7,1.6,20.3,6.6,79.8,0.0,2.1
1980-06-17,12.6,0.8,19.7,7.4,78.9,0.0,1.9
1980-06-18,11.0,0.9,19.1,7.4,83.0,0.0,1.7
1980-06-19,13.4,1.0,21.7,7.8,74.5,0.0,2.0
1980-06-20,13.3,0.9,22.4,7.7,82.8,0.0,2.0
1980-06-21,7.9,0.6,21.0,10.1,84.0,0.0,1.4
1980-06-22,10.0,1.3,19.8,9.5,86.8,2.2,1.7
1980-06-23,14.0,1.1,21.5,6.7,81.7,5.8,2.0
1980-06-24,13.0,1.0,22.5,9.1,84.8,0.0,2.1
1980-06-25,10.1,1.1,23.6,9.9,85.3,0.4,1.8
1980-06-26,5.9,1.7,15.8,11.0,93.7,44.7,1.1
1980-06-27,9.3,0.8,20.8,9.6,87.3,13.2,1.5
1980-06-28,13.7,0.4,20.2,7.6,83.4,0.0,1.9
1980-06-29,15.7,0.8,22.4,7.0,81.7,0.0,2.2
1980-06-30,15.9,1.2,22.9,6.9,81.2,0.0,2.4
1980-07-01,16.0,1.0,24.0,7.5,76.9,0.0,2.5
1980-07-02,13.4,0.7,24.1,7.6,76.9,0.0,2.1
1980-07-03,8.5,0.7,21.7,8.0,85.3,0.0,1.5
1980-07-04,13.0,0.9,22.4,8.8,82.9,0.0,2.0
1980-07-05,10.4,1.0,20.6,9.2,84.4,0.0,1.7
1980-07-06,8.6,0.7,19.2,8.2,84.4,0.0,1.5
1980-07-07,12.3,0.8,20.8,7.3,83.9,0.0,1.9
1980-07-08,13.4,0.8,20.4,6.7,82.7,0.0,2.0
1980-07-09,13.9,0.6,23.6,7.9,80.7,0.0,2.1
1980-07-10,10.9,0.9,22.9,9.7,81.2,0.0,1.9
1980-07-11,14.0,0.8,23.9,9.3,79.2,0.0,2.2
1980-07-12,14.4,1.1,24.8,8.6,77.4,0.0,2.5
1980-07-13,15.9,1.0,24.7,7.8,76.6,0.0,2.5
1980-07-14,10.3,1.3,24.9,8.6,71.0,0.0,2.3
1980-07-15,13.5,1.8,23.5,7.5,76.8,0.0,2.6
1980-07-16,11.2,0.9,19.4,9.9,84.8,0.0,2.0
1980-07-17,15.9,0.9,23.8,8.6,82.6,0.0,2.4
1980-07-18,14.4,0.7,24.4,9.4,80.0,0.0,2.3
1980-07-19,13.4,1.1,22.8,10.6,82.9,0.0,2.2
1980-07-20,17.1,0.8,25.3,9.1,77.0,0.0,2.7
1980-07-21,16.6,1.2,26.8,9.5,72.2,0.0,2.9
1980-07-22,14.5,0.4,25.7,10.5,82.7,0.0,2.4
1980-07-23,10.5,1.6,23.4,11.0,85.7,0.3,2.0
1980-07-24,11.9,1.0,20.6,11.0,84.1,0.0,2.0
1980-07-25,14.6,0.9,22.3,9.0,77.6,0.0,2.3
1980-07-26,16.0,0.7,24.5,6.8,76.8,0.0,2.5
1980-07-27,13.1,0.7,25.0,9.4,75.6,0.0,2.3
1980-07-28,16.9,0.9,24.9,9.9,75.6,0.0,2.8
1980-07-29,16.7,1.6,25.3,9.4,74.8,0.0,3.0
1980-07-30,15.8,1.5,25.5,10.0,74.0,0.0,3.0
1980-07-31,8.4,2.3,20.0,9.4,84.2,0.0,1.8
1980-08-01,7.9,1.1,17.8,10.8,84.1,0.0,1.6
1980-08-02,11.8,1.6,20.4,8.2,81.7,0.0,2.2
1980-08-03,13.4,1.5,21.8,8.1,81.1,0.0,2.4
1980-08-04,10.5,2.2,20.8,9.4,84.3,0.6,2.2
1980-08-05,17.6,1.4,22.8,9.4,80.2,0.0,2.9
1980-08-06,17.4,1.5,25.3,8.6,72.4,0.0,3.2
1980-08-07,17.1,1.2,26.6,10.1,72.8,0.0,3.1
1980-08-08,15.9,1.6,26.1,10.9,67.0,0.0,3.3
1980-08-09,18.3,1.3,24.2,8.7,68.2,0.0,3.3
1980-08-10,16.9,1.3,24.7,9.2,78.1,0.0,2.9
1980-08-11,13.9,1.4,24.9,9.8,76.5,0.0,2.6
1980-08-12,7.4,1.8,20.1,11.4,84.2,0.0,1.7
1980-08-13,8.8,1.3,20.4,11.6,81.8,0.0,1.9
1980-08-14,14.5,1.2,24.2,9.2,78.3,0.0,2.7
1980-08-15,13.4,1.3,24.3,10.2,77.7,0.0,2.5
1980-08-16,14.4,1.4,25.8,10.8,75.5,0.0,2.9
1980-08-17,17.7,1.8,28.2,11.2,74.1,0.0,3.5
1980-08-18,14.6,1.2,28.8,13.3,75.6,2.9,3.0
1980-08-19,15.4,1.2,28.0,13.2,74.2,0.0,3.2
1980-08-20,17.6,1.1,28.2,12.5,68.8,0.5,3.5
1980-08-21,19.1,1.3,27.1,11.3,66.0,0.0,3.7
1980-08-22,20.2,1.6,27.8,10.5,71.8,0.0,3.8
1980-08-23,13.4,0.7,28.8,11.3,74.7,0.0,2.8
1980-08-24,11.3,1.3,25.4,14.0,82.0,0.0,2.3
1980-08-25,15.2,1.8,29.4,13.0,70.1,0.0,3.6
1980-08-26,16.5,1.3,30.2,12.6,73.8,0.0,3.6
1980-08-27,10.0,2.6,26.3,12.5,74.0,5.5,3.0
1980-08-28,7.9,2.0,17.0,9.9,77.0,6.1,1.9
1980-08-29,12.4,2.2,19.3,9.0,71.4,0.0,2.7
1980-08-30,17.8,1.4,21.5,8.8,72.1,0.0,3.1
1980-08-31,19.0,1.1,25.1,9.7,65.4,0.0,3.5
1980-09-01,18.1,1.1,27.8,9.6,58.4,0.0,3.6
1980-09-02,16.6,1.0,28.6,9.4,62.0,0.0,3.6
1980-09-03,15.7,1.5,30.3,10.8,57.9,0.0,4.0
1980-09-04,11.0,2.5,26.7,11.1,77.1,0.0,2.9
1980-09-05,8.1,1.5,16.9,10.8,85.7,0.0,1.8
1980-09-06,9.3,1.2,21.9,11.1,82.8,0.0,2.0
1980-09-07,13.7,1.4,24.5,11.5,79.1,0.0,2.8
1980-09-08,16.1,1.6,26.7,12.3,68.9,0.0,3.5
1980-09-09,18.1,1.6,29.0,10.1,60.7,0.0,4.2
1980-09-10,16.4,1.8,27.6,12.7,69.7,0.0,3.7
1980-09-11,13.6,1.2,25.2,12.0,71.8,0.0,3.1
1980-09-12,11.8,2.1,24.6,12.8,78.2,0.0,3.0
1980-09-13,12.5,1.8,22.9,12.9,71.1,1.8,3.0
1980-09-14,18.3,1.4,24.9,11.0,63.4,1.2,3.6
1980-09-15,15.5,1.9,27.8,11.9,67.5,0.0,3.7
1980-09-16,10.7,1.8,25.5,12.0,73.0,0.0,2.8
1980-09-17,12.8,2.1,21.4,11.1,76.4,0.0,2.7
1980-09-18,8.7,1.4,15.8,11.5,89.9,1.5,1.7
1980-09-19,17.3,1.7,26.7,11.0,73.6,12.3,3.8
1980-09-20,15.4,1.1,28.7,13.0,76.3,0.9,3.4
1980-09-21,8.8,1.2,22.1,14.1,84.5,4.5,2.0
1980-09-22,13.4,2.5,21.5,11.4,75.9,5.8,3.2
1980-09-23,12.9,1.5,22.5,8.9,78.4,0.2,2.8
1980-09-24,11.9,1.0,22.0,11.3,75.5,0.0,2.6
1980-09-25,9.2,2.3,16.6,11.7,86.6,0.0,2.0
1980-09-26,17.3,2.4,21.2,9.4,66.7,0.1,3.7
1980-09-27,20.2,1.5,20.9,8.9,68.7,0.0,3.6
1980-09-28,9.2,2.2,18.1,8.5,83.3,0.0,2.1
1980-09-29,17.2,1.9,27.4,11.5,72.7,5.8,3.9
1980-09-30,16.9,2.0,27.0,11.2,74.8,0.0,3.8
1980-10-01,17.5,2.3,25.0,13.6,69.4,0.0,4.0
1980-10-02,18.7,1.7,23.4,11.7,72.6,0.0,3.8
1980-10-03,19.5,1.8,24.5,10.4,66.4,0.0,4.0
1980-10-04,21.9,1.0,25.0,9.3,59.1,0.0,4.1
1980-10-05,20.8,1.4,28.4,9.0,63.3,0.0,4.5
1980-10-06,15.1,2.6,21.9,11.4,75.4,0.0,3.3
1980-10-07,14.7,1.8,21.6,12.5,74.7,0.0,3.2
1980-10-08,11.4,1.9,21.4,12.7,79.4,0.0,2.6
1980-10-09,15.2,1.5,27.7,14.3,74.9,2.1,3.5
1980-10-10,17.4,1.9,25.5,13.3,78.1,1.7,3.7
1980-10-11,10.0,1.8,20.1,14.0,90.9,6.7,2.1
1980-10-12,9.6,1.1,19.4,13.6,90.9,33.2,1.9
1980-10-13,17.2,1.8,23.2,13.0,80.0,10.0,3.4
1980-10-14,16.7,1.9,22.2,11.5,78.4,0.9,3.3
1980-10-15,15.3,1.4,21.7,11.5,78.2,0.2,3.1
1980-10-16,17.4,1.1,23.4,11.5,78.1,0.6,3.3
1980-10-17,23.5,1.6,26.9,12.0,67.5,0.0,4.7
1980-10-18,25.1,1.4,28.1,13.4,62.4,0.0,5.0
1980-10-19,25.1,1.2,29.3,13.6,61.0,0.0,5.1
1980-10-20,23.5,1.4,29.9,13.7,57.7,0.0,5.2
1980-10-21,22.7,1.5,31.0,14.2,58.0,0.0,5.3
1980-10-22,20.6,0.9,31.0,15.8,55.8,0.1,4.8
1980-10-23,18.9,1.9,29.6,14.1,69.0,0.0,4.4
1980-10-24,10.9,1.0,23.2,15.9,82.1,14.8,2.4
1980-10-25,16.1,1.4,24.8,14.9,79.6,0.0,3.4
1980-10-26,25.3,1.1,30.2,13.2,59.6,0.0,5.1
1980-10-27,25.6,1.3,31.8,14.7,53.5,0.0,5.7
1980-10-28,24.3,1.3,33.4,13.4,58.1,0.0,6.0
1980-10-29,23.6,1.4,33.4,15.0,63.5,0.0,4.5
1980-10-30,15.1,2.5,32.9,15.9,67.1,0.5,4.6
1980-10-31,18.2,2.0,29.3,15.4,77.6,0.5,4.2
1980-11-01,12.0,2.6,20.8,13.4,84.0,0.0,2.6
1980-11-02,10.8,1.6,21.4,12.5,82.0,0.1,2.6
1980-11-03,18.7,1.1,26.3,11.8,73.2,0.0,3.7
1980-11-04,20.4,1.5,25.4,13.4,71.6,0.0,4.1
1980-11-05,14.6,1.2,26.1,13.4,73.8,0.0,3.3
1980-11-06,22.8,1.2,29.5,14.4,64.3,0.0,4.7
1980-11-07,23.4,1.8,30.3,15.5,71.7,0.1,5.0
1980-11-08,11.0,1.3,24.8,15.6,84.4,13.9,2.5
1980-11-09,14.9,1.8,26.4,15.3,82.5,16.4,3.3
1980-11-10,14.7,1.2,27.0,18.3,83.8,3.3,3.1
1980-11-11,11.2,1.2,24.5,15.9,84.3,24.2,2.5
1980-11-12,13.2,2.4,18.8,13.1,87.5,46.9,2.3
1980-11-13,13.0,1.7,20.0,13.4,86.6,24.7,2.4
1980-11-14,17.2,1.6,19.8,12.5,78.3,3.9,3.5
1980-11-15,23.8,1.1,25.5,13.7,73.9,0.0,4.5
1980-11-16,26.8,1.1,27.7,11.1,73.3,0.0,5.1
1980-11-17,20.2,1.6,26.9,14.3,76.2,0.3,4.2
1980-11-18,21.0,1.1,25.4,13.8,74.7,6.1,4.1
1980-11-19,19.1,1.6,27.5,14.1,77.1,0.0,4.1
1980-11-20,17.7,1.0,27.3,14.5,79.9,16.3,3.6
1980-11-21,20.3,1.3,28.8,16.0,77.7,1.9,4.3
1980-11-22,17.8,1.4,27.2,17.0,76.3,0.0,3.9
1980-11-23,11.8,1.8,24.8,17.6,84.6,6.4,2.9
1980-11-24,10.8,1.2,23.5,17.1,90.0,23.0,2.4
1980-11-25,18.7,1.8,25.1,16.6,83.8,12.3,3.7
1980-11-26,24.6,1.2,26.3,14.6,73.5,0.7,4.7
1980-11-27,24.7,2.1,27.5,13.0,69.9,0.0,5.2
1980-11-28,19.9,1.4,26.2,12.5,74.3,0.0,4.0
1980-11-29,17.8,1.2,27.5,15.3,78.8,0.0,3.8
1980-11-30,11.0,0.8,24.5,17.0,88.4,3.4,2.4
1980-12-01,10.5,1.6,21.5,16.8,96.6,40.9,2.0
1980-12-02,10.5,1.5,21.9,17.2,90.3,19.2,2.2
1980-12-03,13.5,1.4,26.1,17.1,87.3,56.0,2.9
1980-12-04,19.0,1.2,28.7,16.8,80.7,14.1,4.0
1980-12-05,17.4,1.4,28.5,16.4,82.0,9.5,3.8
1980-12-06,16.6,1.9,27.0,16.3,85.1,16.8,3.6
1980-12-07,16.6,1.3,28.1,16.1,81.6,3.6,3.5
1980-12-08,18.0,1.2,27.1,16.2,85.0,20.0,3.7
1980-12-09,18.6,0.9,28.2,15.4,78.4,1.3,3.9
1980-12-10,19.4,1.0,28.7,17.1,76.1,8.3,4.3
1980-12-11,21.9,1.1,30.2,15.9,75.5,3.3,4.7
1980-12-12,15.8,1.8,24.9,17.7,80.7,9.8,3.7
1980-12-13,11.6,1.4,25.7,17.7,89.9,44.2,2.7
1980-12-14,11.9,1.4,25.9,17.3,86.4,22.8,3.2
1980-12-15,15.9,1.2,27.7,17.0,81.3,23.8,4.0
1980-12-16,13.7,1.7,27.1,17.8,83.8,4.0,3.6
1980-12-17,16.8,1.7,26.8,16.8,78.5,0.1,4.2
1980-12-18,26.0,1.7,28.0,15.8,69.3,0.0,5.1
1980-12-19,27.6,1.7,27.5,14.8,74.1,0.0,5.5
1980-12-20,27.4,1.2,28.1,14.9,71.8,0.0,5.3
1980-12-21,23.8,1.2,29.0,16.0,73.7,0.0,5.4
1980-12-22,25.6,1.3,29.1,16.2,72.9,1.6,5.5
1980-12-23,24.4,1.5,28.5,15.9,73.0,0.1,5.2
1980-12-24,19.6,0.9,28.3,14.7,78.7,0.8,4.4
1980-12-25,15.3,1.3,26.4,16.6,83.2,2.9,3.4
1980-12-26,16.5,1.0,27.0,15.6,82.6,8.9,3.8
1980-12-27,17.2,0.8,28.1,15.4,78.6,6.7,4.0
1980-12-28,19.1,1.0,28.0,15.1,79.2,4.8,4.0
1980-12-29,13.6,1.8,25.6,16.4,89.2,21.6,2.9
1980-12-30,12.9,1.3,23.3,17.1,91.2,26.0,2.7
1980-12-31,14.7,1.0,25.9,14.9,82.8,33.7,3.3
